model_name,image_file_name,image_url,product_url
fender av ii 51 tele mn btb,fender_av_ii_51_tele_mn_btb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_54/548562/18405138_800.jpg,https://www.thomann.de/gr/fender_av_ii_51_tele_mn_btb.htm?type=category
fender mij ltd hybrid ii tele noir,fender_mij_ltd_hybrid_ii_tele_noir.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_56/568582/19429277_800.jpg,https://www.thomann.de/gr/fender_mij_ltd_hybrid_ii_tele_noir.htm?type=category
harley benton fusion t hh ht eb oct,harley_benton_fusion_t_hh_ht_eb_oct.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_46/469567/18816468_800.jpg,https://www.thomann.de/gr/harley_benton_fusion_t_hh_ht_eb_oct.htm?type=category
fender am ultra luxe tele rw sfg trn,fender_am_ultra_luxe_tele_rw_sfg_trn.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/510669/16400341_800.jpg,https://www.thomann.de/gr/fender_am_ultra_luxe_tele_rw_sfg_trn.htm?type=category
fender jim root telecaster flat white,fender_jim_root_telecaster_flat_white.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_11/119101/9987546_800.jpg,https://www.thomann.de/gr/fender_jim_root_telecaster_flat_white.htm?type=category
schecter pt sls elite blood burst,schecter_pt_sls_elite_blood_burst.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_56/566424/18759841_800.jpg,https://www.thomann.de/gr/schecter_pt_sls_elite_blood_burst.htm?type=category
fender sq cv 70s tele thinline mn nat,fender_sq_cv_70s_tele_thinline_mn_nat.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_45/457269/19400186_800.jpg,https://www.thomann.de/gr/fender_sq_cv_70s_tele_thinline_mn_nat.htm?type=category
fender vintera ii 60s tele rw snb,fender_vintera_ii_60s_tele_rw_snb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_57/571413/19431576_800.jpg,https://www.thomann.de/gr/fender_vintera_ii_60s_tele_rw_snb.htm?type=category
fender telecaster custom fmt hh bcbil,fender_telecaster_custom_fmt_hh_bcbil.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_43/439366/13550886_800.jpg,https://www.thomann.de/gr/fender_telecaster_custom_fmt_hh_bcbil.htm?type=category
squier sonic tele mn butterscotchb,squier_sonic_tele_mn_butterscotchb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_56/561033/18614428_800.jpg,https://www.thomann.de/gr/squier_sonic_tele_mn_butterscotchb.htm?type=category
fender am ultra tele rw texas tea,fender_am_ultra_tele_rw_texas_tea.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_47/477095/14727581_800.jpg,https://www.thomann.de/gr/fender_am_ultra_tele_rw_texas_tea.htm?type=category
fender player plus nashv. mn tele ssb,fender_player_plus_nashv._mn_tele_ssb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_56/561115/18006103_800.jpg,https://www.thomann.de/gr/fender_player_plus_nashv._mn_tele_ssb.htm?type=category
harley benton te 90flt vw deluxe series,harley_benton_te_90flt_vw_deluxe_series.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_38/380357/18583239_800.jpg,https://www.thomann.de/gr/harley_benton_te_90flt_vw_deluxe_series.htm?type=category
solar guitars t1.6svart,solar_guitars_t1.6svart.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_57/576646/18585918_800.jpg,https://www.thomann.de/gr/solar_guitars_t1.6svart.htm?type=category
charvel joe duplantier pro mod sd s2hh,charvel_joe_duplantier_pro_mod_sd_s2hh.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_40/406005/12307557_800.jpg,https://www.thomann.de/gr/charvel_joe_duplantier_pro_mod_sd_s2hh.htm?type=category
harley benton fusion t hh eb oct,harley_benton_fusion_t_hh_eb_oct.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_46/469560/19128743_800.jpg,https://www.thomann.de/gr/harley_benton_fusion_t_hh_eb_oct.htm?type=category
fender sq affinity tele lake pl. blue,fender_sq_affinity_tele_lake_pl._blue.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/516659/16485436_800.jpg,https://www.thomann.de/gr/fender_sq_affinity_tele_lake_pl._blue.htm?type=category
fender player ii tele hh mn hly,fender_player_ii_tele_hh_mn_hly.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/595492/19277848_800.jpg,https://www.thomann.de/gr/fender_player_ii_tele_hh_mn_hly.htm?type=category
fender jason isbell tele custom 3ccb,fender_jason_isbell_tele_custom_3ccb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/510727/18793413_800.jpg,https://www.thomann.de/gr/fender_jason_isbell_tele_custom_3ccb.htm?type=category
squier le paranormal off tele ibm,squier_le_paranormal_off_tele_ibm.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/594078/19224593_800.jpg,https://www.thomann.de/gr/squier_le_paranormal_off_tele_ibm.htm?type=category
fender sq affinity tele mn 3 sb,fender_sq_affinity_tele_mn_3_sb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/516654/16796859_800.jpg,https://www.thomann.de/gr/fender_sq_affinity_tele_mn_3_sb.htm?type=category
schecter machine gun kelly signature pt,schecter_machine_gun_kelly_signature_pt.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_52/529869/16692789_800.jpg,https://www.thomann.de/gr/schecter_machine_gun_kelly_signature_pt.htm?type=category
squier sonic esquire h arctic white,squier_sonic_esquire_h_arctic_white.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_56/561065/19250673_800.jpg,https://www.thomann.de/gr/squier_sonic_esquire_h_arctic_white.htm?type=category
harley benton fusion t hh roasted fnt,harley_benton_fusion_t_hh_roasted_fnt.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_46/469461/17620730_800.jpg,https://www.thomann.de/gr/harley_benton_fusion_t_hh_roasted_fnt.htm?type=category
esp ltd eclipse 87 nt rainbow cra,esp_ltd_eclipse_87_nt_rainbow_cra.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_52/526019/17309849_800.jpg,https://www.thomann.de/gr/esp_ltd_eclipse_87_nt_rainbow_cra.htm?type=category
